0	0.805761
1	1.344828
2	1.258736
3	0.806378
4	0.833216
5	0.967473
6	1.218360
7	1.295160
8	0.836928
9	0.827242
10	1.142106
11	1.070277
12	1.074277
13	1.187117
14	1.657516
15	0.724850
16	1.261977
17	1.249843
18	0.825122
19	1.022408
20	0.840414
21	1.026910
22	1.034083
23	0.547038
24	1.125452
25	0.807538
26	1.327459
27	1.196513
28	1.048071
29	1.013554
30	0.998414
31	1.035635
32	0.825221
33	0.916732
34	0.929763
35	1.188965
36	0.957675
37	1.073055
38	0.888886
39	0.919596
40	1.027934
41	0.827606
42	1.168037
43	0.843159
44	0.980087
45	1.023090
46	0.985954
47	0.878492
48	1.110676
49	0.834389
50	1.067854
51	0.952303
52	0.931126
53	1.138930
54	0.955694
55	0.880720
56	1.336438
57	1.164882
58	0.878733
59	0.990530
60	0.621852
61	1.049427
62	1.128705
63	1.054278
64	0.843266
65	1.106763
66	1.098739
67	1.208157
68	0.970998
69	1.255237
70	0.927760
71	1.153982
72	1.154797
73	1.006639
74	0.700380
75	0.847893
76	1.123649
77	0.624880
78	1.008505
79	0.890252
80	0.760399
81	1.178899
82	1.177737
83	1.029309
84	1.198810
85	0.941832
86	1.005797
87	1.035807
88	1.024010
89	0.897452
90	0.677569
91	1.032803
92	0.914811
93	1.039801
94	0.640591
95	0.827268
96	0.993993
97	0.514837
98	1.063493
99	1.108243
100	0.841289
101	0.786260
102	0.683775
103	0.853101
104	0.821967
105	0.680617
106	0.691671
107	0.903210
108	0.861446
109	1.311134
110	1.030638
111	0.754204
112	1.160946
113	1.105267
114	1.075442
115	1.146155
116	1.353129
117	0.568252
118	1.284713
119	1.076309
120	1.167514
121	0.886822
122	0.909287
123	1.140390
124	0.859384
125	0.779681
126	1.405614
127	0.860233
128	0.950715
129	1.200003
130	0.841657
131	1.422010
132	1.060642
133	0.863843
134	0.589430
135	1.079697
136	1.210379
137	0.921675
138	0.747925
139	1.356865
140	0.740195
141	0.751007
142	0.834245
143	1.166899
144	0.620377
145	1.020224
146	0.609778
147	1.069642
148	0.950004
149	1.315890
150	0.654277
151	0.886578
152	1.077045
153	1.504374
154	0.783754
155	0.893555
156	1.264970
157	1.033453
158	1.073317
159	0.915900
160	1.084210
161	1.095410
162	1.032600
163	1.166582
164	1.107453
165	0.785809
166	0.845625
167	0.879111
168	1.109190
169	1.125305
170	0.928384
171	0.704966
172	1.446892
173	1.142561
174	0.923421
175	1.081294
176	1.112786
